,Subject_all,MeanMVC_all,StrideTime_all,WalkingAmp_all,NumberofBursts_all
116,4,8.23097721067624e-05,1.02745056152344,2.29484855618477e-05,4
117,4,8.23097721067624e-05,1.05825185775757,1.62577456759559e-05,3
118,4,8.23097721067624e-05,1.06088709831238,1.966907216149e-05,3
119,4,8.23097721067624e-05,1.04029059410095,2.11835200285385e-05,5
120,4,8.23097721067624e-05,1.04735684394836,1.89505984772663e-05,6
121,4,8.23097721067624e-05,1.03577756881714,1.8832727901970397e-05,4
122,4,8.23097721067624e-05,1.05183792114258,1.66563264706488e-05,3
123,4,8.23097721067624e-05,1.04724049568176,1.68823561085584e-05,4
124,4,8.23097721067624e-05,1.05424118041992,2.12879998256155e-05,4
125,4,8.23097721067624e-05,1.04685831069946,1.7366721616097598e-05,5
126,4,8.23097721067624e-05,1.06638169288635,2.1634436259785502e-05,5
127,4,8.23097721067624e-05,1.07113909721375,1.79416787494575e-05,4
128,4,8.23097721067624e-05,1.08159160614014,2.26202182412056e-05,4
129,4,8.23097721067624e-05,1.04973483085632,1.78857589389103e-05,3
130,4,8.23097721067624e-05,1.11261057853699,1.72626248444012e-05,3
131,4,8.23097721067624e-05,1.08063840866089,1.7913119872493302e-05,3
132,4,8.23097721067624e-05,1.0960116386413599,1.96709119165405e-05,5
133,4,8.23097721067624e-05,1.3070240020752,3.3031940710859994e-05,2
134,4,8.23097721067624e-05,1.03230834007263,1.74556540021119e-05,7
135,4,8.23097721067624e-05,1.01780891418457,2.25119325311108e-05,3
136,4,8.23097721067624e-05,1.00081896781921,2.09156554641218e-05,4
137,4,8.23097721067624e-05,1.01239085197449,1.9808618870406e-05,3
138,4,8.23097721067624e-05,1.0360896587371802,1.98561648789707e-05,3
139,4,8.23097721067624e-05,1.03400254249573,2.3142886372236103e-05,4
140,4,8.23097721067624e-05,0.9902873039245609,2.1739842298433603e-05,3
141,4,8.23097721067624e-05,1.0102763175964398,2.13230417835743e-05,3
142,4,8.23097721067624e-05,1.00775027275085,1.9822943629051397e-05,4
143,4,8.23097721067624e-05,1.0398466587066701,2.06393534615648e-05,6
144,4,8.23097721067624e-05,1.01156234741211,1.8742807475096398e-05,3
145,4,8.23097721067624e-05,1.03959822654724,2.0306334346230103e-05,4
146,4,8.23097721067624e-05,1.02328777313232,2.01414806530849e-05,3
147,4,8.23097721067624e-05,1.02676916122437,2.23041100042201e-05,4
148,4,8.23097721067624e-05,1.03821206092834,1.9307019333237197e-05,3
149,4,8.23097721067624e-05,1.00805425643921,2.31267253626177e-05,5
150,4,8.23097721067624e-05,1.0394070148468002,2.08596378819786e-05,3
151,4,8.23097721067624e-05,1.04327344894409,2.0248365137726898e-05,4
152,4,8.23097721067624e-05,1.03774452209473,2.33985868823767e-05,5
153,4,8.23097721067624e-05,1.07217836380005,2.04597470962923e-05,3
154,4,8.23097721067624e-05,1.08183240890503,2.572547680775e-05,3
155,4,8.23097721067624e-05,1.0961582660675,1.9198186010307802e-05,3
156,4,8.23097721067624e-05,1.07747769355774,1.9108549789760502e-05,4
157,4,8.23097721067624e-05,1.0708589553833001,1.99969943246978e-05,6
158,4,8.23097721067624e-05,1.0747609138488798,2.0033450307014102e-05,6
159,4,8.23097721067624e-05,1.0697097778320301,2.08006535173455e-05,3
575,15,0.00014704430274958602,1.2654330730438201,2.24017932750052e-05,3
576,15,0.00014704430274958602,1.2252683639526398,1.93606087462738e-05,2
577,15,0.00014704430274958602,1.1679465770721398,1.90351684859074e-05,3
578,15,0.00014704430274958602,1.20446562767029,2.04592413509707e-05,4
579,15,0.00014704430274958602,1.14425158500671,2.28729803021326e-05,1
580,15,0.00014704430274958602,1.2365894317627,2.42718801677154e-05,3
581,15,0.00014704430274958602,1.1537301540374798,1.92896230129191e-05,6
582,15,0.00014704430274958602,1.09738564491272,2.41713769430071e-05,2
583,15,0.00014704430274958602,1.3011996746063201,2.55398430164735e-05,3
584,15,0.00014704430274958602,1.0727071762084999,2.419877875739e-05,4
585,15,0.00014704430274958602,1.2404842376709,1.9115665911649697e-05,5
586,15,0.00014704430274958602,1.09636640548706,2.1569885062284698e-05,4
587,15,0.00014704430274958602,1.1963570117950402,2.0099421398149802e-05,3
588,15,0.00014704430274958602,1.08557057380676,2.27786388810626e-05,3
589,15,0.00014704430274958602,1.39574599266052,2.3228876132335198e-05,2
740,20,0.000260970232686828,1.10011339187622,0.0011738754234853,2
741,20,0.000260970232686828,1.12139439582825,0.0009353816515452199,2
742,20,0.000260970232686828,1.1413762569427501,0.00103762528434614,2
743,20,0.000260970232686828,1.1113319396972698,0.00102408503328357,2
744,20,0.000260970232686828,1.10146689414978,0.00112637071372515,2
745,20,0.000260970232686828,1.1364336013793899,0.000948305143495488,2
746,20,0.000260970232686828,1.1105165481567398,0.00106513479077102,2
747,20,0.000260970232686828,1.13046884536743,0.000979821643912734,1
748,20,0.000260970232686828,1.10921812057495,0.000971283750935,1
749,20,0.000260970232686828,1.13006734848022,0.000904658941559536,1
750,20,0.000260970232686828,1.11122298240662,0.0012736675351736099,1
751,20,0.000260970232686828,1.1349008083343501,0.00111471974592199,1
752,20,0.000260970232686828,1.0794756412506101,0.00121409313939315,1
753,20,0.000260970232686828,1.11800646781921,0.00114636639273875,1
754,20,0.000260970232686828,1.13077712059021,0.00117497373067611,2
755,20,0.000260970232686828,1.1398816108703602,0.0013987605149284401,1
756,20,0.000260970232686828,1.1342642307281499,0.00161991392408358,2
757,20,0.000260970232686828,1.1425485610961899,0.0014959585542671302,1
758,20,0.000260970232686828,1.1391632556915299,0.0014404183397605,1
759,20,0.000260970232686828,1.13922953605652,0.0014445679163061801,1
760,20,0.000260970232686828,1.1268510818481399,0.0011398361039145599,1
761,20,0.000260970232686828,1.1341550350189198,0.001259266798225,1
762,20,0.000260970232686828,1.13931202888489,0.00127931481184752,1
763,20,0.000260970232686828,1.13215827941895,0.00110661175828229,1
764,20,0.000260970232686828,1.12343168258667,0.00150864652558134,2
765,20,0.000260970232686828,1.12136888504028,0.00133539348215149,2
766,20,0.000260970232686828,1.1009049415588401,0.00115977941838565,2
767,20,0.000260970232686828,1.1496360301971398,0.00118719777186561,2
768,20,0.000260970232686828,1.12430477142334,0.00121103858154625,1
769,20,0.000260970232686828,1.11621284484863,0.00139430322983046,1
770,20,0.000260970232686828,1.1270928382873502,0.00130004766001473,3
771,20,0.000260970232686828,1.1388192176818799,0.00144853909392841,2
772,20,0.000260970232686828,1.1307234764099099,0.0015217137121368099,1
773,20,0.000260970232686828,1.1113543510437,0.0013648468753690698,1
774,20,0.000260970232686828,1.1311285495758099,0.0009480035654404359,1
775,20,0.000260970232686828,1.1076486110687298,0.00121329580284062,1
776,20,0.000260970232686828,1.10837292671204,0.0015249476028386599,1
777,20,0.000260970232686828,1.1007196903228798,0.00151339130932522,2
778,21,0.000395291894409545,1.09105610847473,0.00022780822106184903,1
779,21,0.000395291894409545,1.0859189033508299,0.00025608633654282,1
780,21,0.000395291894409545,1.0886933803558299,0.00023008368792309703,1
781,21,0.000395291894409545,1.0990252494812,0.00030835890051196004,1
782,21,0.000395291894409545,1.06449842453003,0.000264433307929765,1
783,21,0.000395291894409545,1.22648024559021,0.00025551936090131296,1
784,21,0.000395291894409545,0.9707777500152591,0.00032028041557871,1
785,21,0.000395291894409545,1.1064925193786599,0.000281251170752575,1
786,21,0.000395291894409545,0.9778981208801271,0.000294573356846405,1
787,21,0.000395291894409545,1.1093339920043899,0.000285107628551247,1
788,21,0.000395291894409545,1.1376211643218999,0.00032127672881094,1
789,21,0.000395291894409545,1.10934853553772,0.000349075518045693,1
790,21,0.000395291894409545,1.08940625190735,0.000266831775357375,1
791,21,0.000395291894409545,1.10110354423523,0.000341516783961539,1
792,21,0.000395291894409545,1.09186935424805,0.000274091191128947,1
793,21,0.000395291894409545,1.18386077880859,0.000367808017462522,1
794,21,0.000395291894409545,1.00666117668152,0.000333616435209108,1
795,21,0.000395291894409545,1.10157895088196,0.00037319804693286497,1
796,21,0.000395291894409545,1.1406214237213101,0.000338253958854485,1
797,21,0.000395291894409545,1.03671646118164,0.00036502929201807097,1
798,21,0.000395291894409545,1.17943286895752,0.00039709068798815896,1
799,21,0.000395291894409545,1.02686786651611,0.000379245287692365,1
800,21,0.000395291894409545,1.09859013557434,0.000331330564543879,1
801,21,0.000395291894409545,1.0868995189666701,0.00044227247085776105,1
802,21,0.000395291894409545,1.2084345817565902,0.00034381368729565203,1
803,21,0.000395291894409545,0.9773325920104979,0.000357618199193411,1
804,21,0.000395291894409545,1.08885836601257,0.000364025556200115,1
998,27,0.000135261807509646,1.0591611862182602,2.68542702022e-05,2
999,27,0.000135261807509646,1.1066076755523702,3.29372710352661e-05,2
1000,27,0.000135261807509646,1.0653040409088101,2.52488372293867e-05,1
1001,27,0.000135261807509646,1.0581977367401099,3.85761442257437e-05,2
1002,27,0.000135261807509646,1.06491541862488,2.63597837023314e-05,3
1003,27,0.000135261807509646,1.04965472221375,2.4474227444603102e-05,4
1004,27,0.000135261807509646,1.09655785560608,3.41284516773827e-05,4
1005,27,0.000135261807509646,1.02677536010742,3.54327723364766e-05,4
1006,27,0.000135261807509646,1.07710886001587,2.9305267936515004e-05,3
1007,27,0.000135261807509646,1.0697348117828398,3.0407579104867798e-05,3
1008,27,0.000135261807509646,1.08909606933594,3.1232156385167404e-05,2
1009,27,0.000135261807509646,1.1789128780365001,4.4945987187523104e-05,3
1010,27,0.000135261807509646,0.980312347412109,2.2272700975492396e-05,3
1011,27,0.000135261807509646,1.076176404953,2.94424226243458e-05,3
1012,27,0.000135261807509646,1.29722762107849,2.31310944802814e-05,3
1013,27,0.000135261807509646,1.0634255409240698,2.0237523734395102e-05,4
1014,27,0.000135261807509646,1.0321469306945799,3.0254779718205297e-05,5
1015,27,0.000135261807509646,1.18475532531738,3.1676278439141196e-05,7
1016,27,0.000135261807509646,0.9240243434906009,2.45006998664758e-05,5
1017,27,0.000135261807509646,1.05657005310059,3.9123936138781e-05,3
1018,27,0.000135261807509646,1.06197285652161,3.21858649619197e-05,2
1019,27,0.000135261807509646,1.08578181266785,3.08388488792533e-05,3
1020,27,0.000135261807509646,1.05489945411682,2.73914089567607e-05,4
1021,27,0.000135261807509646,0.985949993133545,3.5860209947279206e-05,3
1022,27,0.000135261807509646,1.18029999732971,3.7108281181458296e-05,6
1023,27,0.000135261807509646,0.950334548950195,3.4377527336319705e-05,3
1024,27,0.000135261807509646,1.0405070781707801,3.1874542621840994e-05,2
1025,27,0.000135261807509646,1.00785160064697,2.61758831789583e-05,2
1026,27,0.000135261807509646,1.03916144371033,3.9287359146594705e-05,3
1027,27,0.000135261807509646,0.9991440773010251,3.68756037011394e-05,2
1028,27,0.000135261807509646,1.0518500804901099,3.26816917555002e-05,2
1029,27,0.000135261807509646,1.14452695846558,3.3933351831944e-05,3
1030,27,0.000135261807509646,0.913150548934937,3.7794205812954296e-05,2
1031,27,0.000135261807509646,1.08512902259827,3.05692815708334e-05,3
1032,27,0.000135261807509646,1.07328653335571,3.54077224879462e-05,7
1033,27,0.000135261807509646,1.08829307556152,3.70209955817367e-05,4
1034,28,0.000133918585218933,1.11743021011353,3.14865300829618e-05,1
1035,28,0.000133918585218933,1.11998867988586,3.76437513486168e-05,2
1036,28,0.000133918585218933,1.1269121170043899,3.6802813397865295e-05,1
1037,28,0.000133918585218933,1.1357603073120102,3.69937757201624e-05,2
1038,28,0.000133918585218933,1.1162185668945301,2.9879108862566402e-05,4
1039,28,0.000133918585218933,1.11011719703674,4.04154300882502e-05,2
1040,28,0.000133918585218933,1.1248528957366901,4.35224940593969e-05,1
1041,28,0.000133918585218933,1.0806679725647,3.77284493983842e-05,1
1042,28,0.000133918585218933,1.0746865272522,3.83261415571686e-05,2
1043,28,0.000133918585218933,1.08574271202087,3.65783408726788e-05,2
1044,28,0.000133918585218933,1.05510973930359,3.6851258739483896e-05,3
1045,28,0.000133918585218933,1.09089207649231,3.99063223286108e-05,3
1046,28,0.000133918585218933,1.12629222869873,3.03383301260776e-05,2
1047,28,0.000133918585218933,1.10828566551208,2.8053742780597497e-05,4
1048,28,0.000133918585218933,1.13154411315918,2.9007973961427803e-05,2
